student_id,ENG-10,ENG-90,MAT-100,HIS-10,HIS-20,HIS-70,BIO-100,CHE-100,PHY-50,PHY-30,PHY-20,ECO-70,ECO-20,ECO-10,GEO-100,ART-30,ART-70,CSC-30,CSC-20,CSC-50,MUS-30,MUS-70,BUS-20,BUS-10,BUS-70,PSY-40,PSY-30,PSY-20,PSY-10,SOC-10,SOC-60,SOC-30,LAW-90,LAW-10,MED-100,LIN-20,LIN-40,LIN-10,LIN-30,PHI-50,PHI-20,PHI-30,POL-10,POL-40,POL-30,POL-20,STA-50,STA-30,STA-20
A0637,,,78,5,14,44,,,,,,,,,,,,20,15,35,,,,,,,,,,,,,,,,16,37,7,24,33,10,21,,,,,40,21,12
A0638,8,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,
A0639,,,62,,,,57,,,,,36,10,6,81,,,,,,,,,,,,,,,,,,,,71,,,,,36,17,24,,,,,38,22,13
A0640,5,46,85,,,,,62,,,,,,,48,,,,,,,,13,7,59,,,,,,,,,,,15,30,8,25,,,,,,,,26,15,12
A0641,,,,,,,,,,,,52,13,7,76,,,,,,,,,,,,,,,,,,,,85,,,,,22,10,16,,,,,,,
A0642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,15,33,8,28,,,,,,,,,,
A0643,,,,,,,,,35,22,16,,,,38,,,,,,,,,,,,,,,,,,78,7,87,,,,,,,,,,,,,,
A0644,5,43,,4,9,28,69,,,,,,,,,,,,,,,,,,,26,21,14,5,,,,,,,,,,,,,,,,,,,,
A0645,8,57,,,,,,,,,,42,12,6,,,,,,,19,49,,,,,,,,,,,,,61,,,,,,,,7,31,20,12,,,
A0646,,,,,,,,,,,,,,,,,,,,,19,44,,,,,,,,,,,,,59,,,,,41,14,20,,,,,,,
A0647,,,,,,,,77,24,17,10,49,19,9,72,,,,,,,,,,,,,,,,,,68,7,,14,29,8,21,,,,,,,,,,
A0648,,,,5,12,36,79,,,,,46,14,7,,,,,,,19,48,,,,,,,,6,28,19,,,,,,,,,,,,,,,,,
A0649,,,,,,,,97,,,,38,11,6,,,,27,17,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0650,,,,,,,,,34,21,13,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,
A0651,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,6,34,19,,,,,,,,,,,,,,,,,
A0652,,,,,,,,,45,21,17,55,14,7,45,,,,,,22,45,,,,,,,,,,,71,7,,,,,,,,,6,23,15,11,,,
A0653,,,80,5,13,42,,79,39,19,14,,,,72,,,,,,,,,,,27,22,12,7,,,,,,,15,28,7,21,,,,,,,,,,
A0654,7,50,89,,,,,,,,,,,,,21,40,,,,21,58,,,,25,16,10,7,,,,,,62,,,,,24,6,15,,,,,,,
A0655,,,,7,15,50,,,40,26,16,,,,,24,65,27,19,39,,,,,,,,,,5,26,17,,,,,,,,34,12,20,,,,,24,17,13
A0656,,,,,,,,,,,,,,,60,,,,,,19,44,13,6,46,,,,,,,,,,,14,30,7,21,,,,,,,,,,
A0657,,,71,,,,55,,,,,,,,,22,63,,,,,,,,,32,24,19,9,,,,,,,,,,,,,,,,,,,,
A0658,,,,6,12,34,,,,,,,,,,,,,,,,,,,,20,17,11,6,,,,,,,16,34,8,21,,,,,,,,,,
A0659,,,,,,,76,78,,,,38,10,5,,,,25,20,45,,,,,,29,21,12,7,5,42,19,,,,19,37,9,29,,,,,,,,,,
A0660,,,,,,,62,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0661,,,79,,,,,,,,,,,,,,,,,,28,70,,,,,,,,,,,76,9,,,,,,,,,,,,,,,
A0662,,,,,,,72,,,,,,,,,,,,,,14,44,,,,29,25,16,7,,,,,,,,,,,,,,5,26,18,12,,,
A0663,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,6,27,21,,,,,,,,,,,,,,,,,
A0664,8,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,42,21,,,,16,30,8,24,39,15,23,,,,,26,16,10
A0665,,,68,5,10,34,,72,,,,,,,,,,23,17,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0666,,,,8,9,48,59,90,35,23,15,56,14,7,79,,,,,,,,,,,,,,,,,,,,,11,26,8,21,,,,,,,,,,
A0667,,,94,,,,,,,,,41,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0668,,,,5,12,43,58,,35,22,15,43,12,7,,,,,,,19,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,7,,15,26,7,26,,,,,,,,,,
A0670,,,66,,,,63,,,,,,,,,,,,,,,,13,7,62,,,,,,,,58,7,,13,27,7,23,,,,,,,,27,18,13
A0671,,,,6,13,40,,,,,,,,,,,,,,,,,,,,,,,,,,,72,7,,16,30,7,22,24,12,14,,,,,,,
A0672,,,,,,,,62,,,,,,,,,,23,17,45,,,,,,,,,,3,23,14,,,,,,,,,,,,,,,,,
A0673,,,,,,,,,,,,,,,68,,,25,17,42,,,,,,,,,,,,,,,,,,,,24,11,17,,,,,,,
A0674,,,,,,,,,,,,,,,,,,,,,,,13,6,50,,,,,7,41,18,,,,,,,,,,,,,,,,,
A0675,,,,,,,,58,,,,,,,,22,38,,,,,,,,,,,,,5,34,15,,,,,,,,32,12,15,,,,,,,
A0676,,,,,,,74,,,,,,,,,21,51,,,,19,40,,,,,,,,,,,,,,,,,,,,,6,29,23,13,,,
A0677,,,67,8,16,57,64,,,,,,,,,,,,,,,,,,,29,20,14,7,6,35,19,,,,,,,,,,,,,,,37,21,11
A0678,,,63,,,,70,88,,,,,,,,,,,,,,,13,7,54,,,,,5,31,22,54,7,,,,,,,,,,,,,,,
A0679,6,54,54,7,16,49,,,39,23,16,,,,,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0680,,,,,,,,,26,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,20,14
A0681,,,,,,,,,,,,41,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,16,13
A0682,,,75,,,,64,,,,,,,,,,,,,,,,,,,,,,,7,43,18,,,,16,40,9,27,,,,,,,,,,
A0683,,,,7,9,43,,,37,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0684,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,8,46,23,62,7,44,15,31,8,22,28,12,16,8,32,24,16,,,
A0685,,,,,,,,,,,,,,,,,,,,,,,13,7,50,34,24,19,8,,,,,,,,,,,,,,,,,,,,
A0686,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,21,19,14,,,
A0687,6,52,,,,,,61,28,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,11,16,,,,,,,
A0688,,,,5,10,33,,59,,,,,,,,,,,,,21,31,,,,,,,,,,,,,,15,29,7,21,33,12,20,7,29,23,13,,,
A0689,,,,,,,,71,,,,,,,,,,,,,,,13,9,49,,,,,8,43,25,,,82,14,26,7,23,,,,6,23,18,15,,,
A0690,,,,,,,75,,41,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0691,,,,5,12,35,,73,,,,39,10,7,,,,25,15,37,,,18,10,63,26,19,16,8,,,,,,,,,,,,,,,,,,,,
A0692,,,,,,,,,36,21,13,,,,,,,,,,,,,,,26,18,15,7,,,,,,,,,,,,,,7,28,20,13,,,
A0693,9,58,,,,,,,,,,,,,,,,29,16,44,21,46,,,,,,,,6,35,21,,,59,,,,,,,,,,,,30,21,10
A0694,,,,,,,,,,,,,,,,,,,,,23,53,,,,,,,,,,,,,,,,,,,,,,,,,37,24,14
A0695,6,53,99,,,,,87,,,,,,,,20,47,,,,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0696,7,53,,5,11,44,80,71,,,,,,,,26,54,,,,,,17,8,51,,,,,,,,,,66,,,,,,,,,,,,,,
A0697,,,,,,,,,,,,,,,,22,43,,,,21,48,18,9,65,24,20,12,7,6,41,14,,,,13,20,6,18,35,14,22,,,,,,,
A0698,,,,,,,69,71,29,22,12,50,10,6,,,,,,,,,,,,,,,,3,17,11,,,,,,,,31,16,26,,,,,,,
A0699,,,,4,8,25,,,,,,50,14,7,,,,28,15,34,,,,,,,,,,,,,,,,14,28,6,20,,,,,,,,,,
A0700,7,45,,,,,,,36,24,18,45,15,7,,,,,,,,,12,6,37,,,,,,,,58,7,45,,,,,,,,,,,,,,
A0701,,,79,,,,57,,44,29,18,,,,,,,,,,21,39,,,,26,19,14,6,,,,74,7,,,,,,28,9,20,,,,,,,
A0702,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,16,,,,,35,19,12
A0703,,,,,,,72,80,32,20,13,,,,37,,,,,,,,,,,19,16,10,5,,,,69,8,77,,,,,,,,,,,,,,
A0704,,,,,,,,,,,,34,12,7,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,
A0705,,,65,,,,,,,,,48,12,6,,,,,,,,,,,,35,22,17,6,,,,,,,,,,,23,11,16,,,,,,,
A0706,9,66,84,,,,,,,,,38,13,5,,13,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,19,10
A0707,8,59,,6,13,36,60,,,,,,,,58,,,21,14,39,,,14,6,51,,,,,,,,,,,,,,,,,,7,35,22,15,,,
A0708,,,73,6,11,38,71,,,,,,,,,,,,,,,,,,,30,23,16,8,,,,,,,18,34,9,28,,,,7,28,20,15,28,16,10
A0709,,,,,,,,,,,,,,,,,,23,12,24,,,,,,34,22,14,8,,,,,,,,,,,,,,,,,,41,19,13
A0710,6,60,71,,,,73,,,,,,,,69,,,,,,,,,,,,,,,,,,,,55,,,,,,,,8,33,26,15,31,20,14
A0711,,,67,3,8,29,,,,,,,,,,,,,,,,,,,,,,,,7,45,18,66,7,56,18,36,9,27,,,,,,,,,,
A0712,,,,8,15,51,,,32,21,16,,,,55,,,23,16,39,,,15,8,39,,,,,8,42,22,66,8,,,,,,,,,,,,,,,
A0713,7,66,85,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,30,8,27,28,12,20,,,,,,,
A0714,,,,,,,,,,,,,,,,19,58,19,14,37,,,,,,,,,,,,,,,54,17,32,8,25,,,,,,,,,,
A0715,,,,,,,,,35,23,17,47,15,8,,23,47,,,,,,,,,30,25,17,8,5,41,23,73,8,,,,,,,,,,,,,32,21,13
A0716,9,58,,,,,,,,,,,,,56,21,45,,,,20,49,13,6,49,,,,,,,,,,,12,26,7,19,,,,8,26,23,15,,,
A0717,,,85,,,,,,,,,,,,,27,61,,,,,,,,,,,,,,,,,,59,,,,,,,,8,24,21,13,,,
A0718,5,48,,,,,,57,36,17,15,,,,,,,,,,,,,,,,,,,6,32,22,,,,,,,,,,,,,,,,,
A0719,,,,,,,,,,,,,,,73,,,,,,,,10,6,48,,,,,,,,,,,,,,,,,,,,,,,,
A0720,,,,6,9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,73,6,,,,,,,,,,,,,,,
A0721,,,,,,,,,,,,,,,,,,,,,,,,,,21,13,11,6,,,,,,,,,,,32,15,23,,,,,,,
A0722,6,54,88,,,,,,34,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,13,18,,,,,34,22,12
A0723,,,,,,,,63,,,,,,,,,,,,,,,12,6,36,,,,,5,47,19,61,7,,16,31,7,22,25,10,18,,,,,,,
A0724,,,,,,,69,,33,18,13,,,,,,,,,,,,,,,19,18,10,4,,,,51,5,,,,,,,,,,,,,,,
A0725,,,,,,,76,69,32,21,11,,,,,,,,,,,,,,,22,18,15,7,,,,,,,,,,,,,,,,,,,,
A0726,,,,,,,,,,,,,,,,24,59,,,,,,,,,21,17,11,6,,,,,,85,,,,,,,,,,,,,,
A0727,,,80,,,,67,,35,24,15,52,14,8,77,,,,,,,,17,8,63,,,,,8,48,24,,,,,,,,,,,,,,,,,
A0728,,,46,7,11,45,,41,,,,,,,,18,44,,,,,,,,,,,,,,,,79,6,,13,26,7,21,,,,4,19,11,9,,,
A0729,,,,6,15,47,,,,,,,,,,,,25,15,39,24,63,,,,,,,,,,,,,,14,31,7,21,,,,6,25,22,14,,,
A0730,,,,,,,,,,,,52,15,9,77,,,,,,28,66,,,,31,26,17,8,5,35,18,,,,,,,,,,,6,30,16,11,,,
A0731,6,56,,,,,,,32,23,13,,,,,17,47,26,14,43,22,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0732,,,,,,,,,33,19,15,,,,,,,,,,19,48,,,,,,,,5,40,18,,,,,,,,,,,,,,,,,
A0733,,,,,,,,,,,,,,,,,,23,17,35,,,,,,27,23,13,8,7,43,21,,,71,,,,,,,,7,28,24,12,,,
A0734,,,,5,7,28,,100,38,22,15,36,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,28,13,18,,,,,,,
A0735,,,,,,,,,,,,,,,72,,,,,,,,17,7,49,26,19,14,8,5,33,17,,,,,,,,,,,,,,,,,
A0736,,,75,,,,,,,,,,,,,18,48,,,,,,,,,,,,,6,42,19,,,,,,,,,,,,,,,25,18,12
A0737,,,,5,9,37,89,,,,,,,,,,,,,,,,,,,35,23,16,8,,,,51,6,63,,,,,37,14,18,,,,,24,16,8
A0738,,,,,,,,74,34,24,13,,,,70,18,46,,,,,,,,,,,,,8,42,22,,,,15,28,8,24,33,14,24,,,,,,,
A0739,6,53,,,,,70,,,,,30,7,5,,,,,,,21,52,,,,,,,,,,,51,7,,,,,,37,12,20,,,,,,,
A0740,,,,,,,,,,,,,,,,,,19,13,30,20,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0741,,,,4,10,42,,,25,21,14,,,,,28,64,,,,,,,,,24,19,12,6,,,,,,,,,,,32,13,19,,,,,33,17,11
A0742,6,64,85,,,,,,,,,,,,,,,,,,,,,,,19,14,11,5,6,41,19,60,8,,17,30,7,21,,,,4,16,11,11,,,
A0743,,,,,,,,,,,,,,,,,,20,13,32,21,59,,,,,,,,6,33,19,,,,,,,,,,,,,,,,,
A0744,8,63,,6,15,53,,,,,,,,,,,,,,,19,36,14,7,47,28,22,13,6,,,,71,7,,,,,,,,,8,30,24,14,,,
A0745,,,,,,,,57,,,,31,9,5,,,,19,13,32,,,,,,19,18,12,6,,,,,,,,,,,24,10,14,,,,,,,
A0746,6,45,,,,,,71,,,,,,,87,,,,,,,,,,,28,21,18,7,,,,57,6,,,,,,38,16,25,,,,,,,
A0747,,,,,,,49,,,,,,,,,,,,,,21,51,,,,,,,,,,,56,7,,13,31,7,18,,,,,,,,,,
A0748,,,,,,,,86,36,26,13,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,39,17,13
A0749,,,,,,,,,,,,,,,,,,,,,19,41,,,,,,,,6,41,18,,,,,,,,,,,,,,,,,
A0750,,,64,5,11,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0751,,,,,,,,,37,25,17,,,,,,,,,,,,,,,,,,,,,,,,72,12,27,6,19,,,,7,29,22,14,,,
A0752,5,54,88,6,12,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,
A0753,,,80,4,8,25,,,,,,,,,52,,,,,,,,15,8,58,,,,,,,,45,5,,,,,,,,,,,,,,,
A0754,,,,,,,,89,,,,,,,58,,,20,11,30,,,,,,,,,,,,,,,,14,29,6,23,,,,,,,,,,
A0755,,,,7,13,49,,,,,,46,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,29,11,18,5,24,17,8,,,
A0756,,,82,,,,,,,,,,,,,27,53,,,,,,,,,18,16,12,5,5,27,15,,,,17,35,9,30,,,,,,,,,,
A0757,,,71,,,,,,,,,,,,,20,47,,,,,,14,7,42,29,22,12,6,,,,61,6,,,,,,,,,,,,,,,
A0758,,,,5,8,38,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0759,6,52,78,,,,,,40,19,13,,,,,,,,,,,,,,,25,19,11,6,,,,,,,,,,,34,10,19,,,,,,,
A0760,,,66,6,14,47,63,,,,,,,,,,,,,,24,47,,,,,,,,5,36,17,,,,10,24,7,16,36,17,24,,,,,,,
A0761,,,,,,,,,,,,,,,,,,23,16,34,,,,,,31,27,15,9,,,,,,,,,,,,,,,,,,,,
A0762,,,,6,16,54,,,,,,,,,,,,29,17,47,25,67,,,,,,,,,,,,,,,,,,27,11,16,6,29,21,13,38,23,16
A0763,,,84,,,,,,,,,,,,87,22,56,,,,,,,,,,,,,,,,63,6,61,,,,,,,,,,,,,,
A0764,7,61,,,,,,,39,21,17,,,,,,,,,,22,47,,,,27,23,13,6,,,,,,,,,,,33,13,21,,,,,,,
A0765,5,56,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0766,6,42,,6,11,40,,,,,,,,,62,22,44,,,,,,,,,,,,,7,37,18,,,,17,29,10,24,,,,,,,,,,
A0767,,,63,,,,,,37,21,13,,,,61,,,,,,,,,,,23,23,16,7,,,,,,,,,,,,,,,,,,,,
A0768,4,47,,,,,,,37,24,15,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,26,11,18,,,,,,,
A0769,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,4,33,13,,,,15,26,5,16,30,10,13,5,23,21,13,21,13,9
A0770,,,,,,,,,,,,,,,,21,46,,,,25,52,,,,,,,,,,,,,,16,34,8,23,,,,,,,,,,
A0771,,,76,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,21,14
A0772,6,54,,,,,,85,,,,50,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,19,12,,,
A0773,,,71,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,35,8,21,,,,,,,,,,
A0774,,,,,,,73,,,,,,,,,,,,,,,,18,6,60,30,21,16,8,,,,55,6,,,,,,,,,,,,,17,9,11
A0775,,,,6,14,34,,,35,22,16,,,,,,,,,,,,,,,27,22,14,8,,,,,,,,,,,,,,3,24,11,12,,,
A0776,,,62,,,,,,,,,,,,,,,20,13,39,,,13,8,55,,,,,,,,,,,16,33,7,20,,,,,,,,34,21,15
A0777,,,,,,,,82,,,,56,14,7,,,,,,,25,49,,,,,,,,8,48,18,,,,,,,,,,,,,,,,,
A0778,,,,6,10,39,,73,,,,,,,89,,,29,20,49,22,52,,,,,,,,4,30,17,,,,,,,,,,,,,,,,,
A0779,5,43,,,,,,,,,,,,,,,,,,,,,,,,23,17,13,5,,,,,,47,10,27,5,20,,,,,,,,,,
A0780,,,,,,,,,33,17,13,50,15,8,58,,,25,14,37,16,28,15,8,55,,,,,8,39,25,,,,,,,,,,,,,,,,,
A0781,7,58,,,,,81,,46,25,18,,,,59,,,,,,,,,,,,,,,,,,54,6,,,,,,,,,,,,,,,
A0782,,,,,,,66,,,,,43,11,6,,,,21,14,38,22,42,,,,,,,,,,,,,,,,,,,,,8,30,22,18,,,
A0783,,,,,,,,,30,22,11,43,11,5,,24,52,,,,22,61,12,6,54,,,,,7,30,20,,,,,,,,,,,,,,,,,
A0784,,,,,,,68,,,,,47,13,7,,,,,,,19,65,,,,29,19,11,5,5,34,19,,,,,,,,,,,,,,,31,23,14
A0785,5,58,,,,,70,,,,,,,,,,,,,,,,,,,,,,,5,32,18,,,,,,,,,,,,,,,,,
A0786,,,85,,,,57,,,,,45,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0787,,,,,,,,55,,,,,,,56,,,,,,,,10,7,48,,,,,,,,,,,17,29,9,21,,,,8,30,19,14,,,
A0788,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,7,47,20,,,,,,,,,,,6,20,18,13,,,
A0789,,,70,,,,45,,,,,,,,,,,,,,,,,,,27,19,12,7,,,,,,,,,,,,,,,,,,,,
A0790,,,,7,13,50,,,,,,,,,,,,,,,,,,,,,,,,6,41,21,,,63,,,,,,,,,,,,,,
A0791,,,,,,,,77,31,21,14,,,,,,,,,,,,,,,,,,,,,,,,,11,30,8,23,,,,,,,,,,
A0792,,,48,,,,,,34,20,13,,,,,,,,,,,,,,,28,17,14,7,,,,,,,,,,,,,,,,,,38,19,11
A0793,9,75,,,,,72,,,,,,,,77,19,43,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,
A0794,,,,,,,,,,,,,,,78,,,,,,,,11,7,52,31,21,14,7,,,,,,42,,,,,,,,6,25,22,14,,,
A0795,,,,,,,,,,,,42,12,6,45,20,40,,,,23,36,,,,27,19,13,7,,,,42,7,,,,,,,,,7,29,24,14,,,
A0796,,,,4,11,27,,88,32,18,14,,,,64,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,
A0797,,,,7,10,38,72,61,29,19,11,34,10,5,,,,29,20,42,,,,,,31,20,11,7,,,,,,,,,,,,,,,,,,,,
A0798,,,,,,,,,,,,,,,,,,23,15,35,,,,,,35,23,17,8,,,,64,7,75,18,39,9,23,,,,,,,,,,
A0799,,,,,,,81,61,26,16,11,,,,64,,,,,,,,15,6,48,28,20,15,5,,,,,,,,,,,,,,6,21,15,10,,,
A0800,,,,6,12,44,,,,,,,,,86,17,40,23,15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0801,6,47,,,,,,100,32,18,14,,,,,24,48,,,,,,,,,,,,,,,,,,,17,32,7,25,,,,,,,,,,
A0802,,,62,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,
A0803,7,57,78,,,,,83,,,,,,,78,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,38,20,16
A0804,,,,,,,,,,,,47,13,6,,,,,,,18,46,12,7,33,21,18,10,6,,,,,,,13,28,5,16,,,,,,,,,,
A0805,,,84,,,,,70,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0806,6,47,91,,,,,,,,,,,,,23,48,,,,,,,,,28,22,14,7,7,24,16,,,,14,23,6,22,,,,,,,,,,
A0807,,,,,,,,,38,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,24,14
A0808,,,,,,,,80,,,,,,,62,,,,,,,,,,,,,,,,,,,,,12,24,6,20,,,,,,,,,,
A0809,,,,6,12,40,57,,,,,,,,,,,,,,,,17,9,49,,,,,6,38,18,66,8,,,,,,,,,,,,,,,
A0810,,,,,,,,,,,,38,8,6,,22,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0811,7,54,,7,12,49,,,41,23,18,,,,,,,,,,16,39,,,,26,18,14,5,,,,42,5,,12,20,6,20,,,,,,,,,,
A0812,,,45,8,12,42,,68,33,22,17,,,,,,,,,,22,56,,,,26,26,16,7,,,,,,,,,,,,,,,,,,,,
A0813,,,91,7,13,53,,,,,,,,,,,,,,,,,,,,,,,,7,35,17,,,,,,,,33,14,21,,,,,,,
A0814,,,,,,,86,57,32,22,13,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,7,26,21,14,,,
A0815,7,54,,,,,,,,,,30,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,41,15,24,,,,,,,
A0816,,,,7,17,43,,77,,,,49,15,7,68,,,,,,20,49,13,6,46,,,,,,,,62,5,,,,,,,,,,,,,,,
A0817,,,,,,,,72,,,,,,,,,,20,13,31,,,,,,,,,,,,,,,,,,,,,,,8,24,21,14,,,
A0818,8,80,,,,,,71,39,25,16,53,14,7,,,,23,15,43,,,,,,,,,,7,34,16,,,,,,,,31,16,24,,,,,,,
A0819,,,,,,,,85,,,,36,8,5,,,,,,,,,,,,,,,,6,36,18,,,77,,,,,39,15,21,7,28,21,13,,,
A0820,,,,,,,58,,,,,,,,,,,28,15,41,,,,,,20,17,13,6,,,,,,,,,,,,,,7,29,22,13,38,20,14
A0821,,,,6,13,44,63,77,,,,,,,,,,,,,,,,,,31,19,13,7,6,35,19,75,9,82,,,,,,,,,,,,,,
A0822,,,84,,,,,,,,,,,,,,,,,,21,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0823,,,90,,,,,,29,20,13,,,,,,,,,,,,,,,,,,,8,47,22,,,,,,,,,,,,,,,,,
A0824,,,,,,,,,,,,56,17,7,,,,,,,,,,,,17,11,7,3,5,30,19,65,7,69,,,,,,,,8,28,24,15,,,
A0825,,,,,,,,,27,20,13,,,,,,,,,,,,12,8,53,,,,,,,,69,7,,,,,,,,,,,,,,,
A0826,5,60,,,,,,,29,17,13,,,,,,,,,,,,,,,,,,,,,,,,,16,39,8,25,,,,8,32,22,17,,,
A0827,6,51,,,,,,63,,,,,,,,,,,,,,,,,,19,20,12,6,,,,,,,,,,,,,,,,,,,,
A0828,,,,,,,,,31,18,9,,,,67,19,49,,,,22,51,,,,,,,,,,,,,,,,,,38,13,16,6,23,16,11,,,
A0829,,,59,,,,,,,,,,,,,24,50,21,14,32,,,,,,13,10,9,4,,,,,,65,,,,,,,,6,27,21,12,34,22,12
A0830,,,,,,,,,41,21,16,,,,,,,,,,,,,,,25,20,12,6,,,,,,,,,,,,,,,,,,,,
A0831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,12,18,,,,,24,18,11
A0832,5,48,,7,13,28,73,,,,,,,,79,,,,,,,,14,8,50,,,,,7,30,17,,,,,,,,29,12,18,,,,,,,
A0833,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,5,43,17,56,7,,16,33,8,22,,,,,,,,,,
A0834,,,62,,,,,77,,,,,,,,,,,,,,,,,,24,18,13,4,,,,,,81,,,,,,,,,,,,,,
A0835,,,,,,,,82,41,22,16,,,,,,,,,,19,44,,,,,,,,7,37,18,,,,12,23,7,17,,,,,,,,,,
A0836,,,,,,,,,,,,,,,58,,,,,,21,52,,,,,,,,,,,,,,,,,,35,12,19,,,,,,,
A0837,,,,6,11,49,,75,27,17,11,,,,78,,,,,,,,,,,20,12,8,4,6,31,18,68,9,,,,,,,,,,,,,,,
A0838,,,,6,10,41,,,,,,,,,,,,,,,,,,,,,,,,,,,66,6,,,,,,,,,7,26,24,12,42,21,16
A0839,,,,,,,81,,,,,50,16,9,,,,25,15,41,,,14,7,56,,,,,,,,62,8,,,,,,,,,,,,,,,
A0840,,,,6,10,40,,,,,,,,,,,,,,,,,16,8,52,,,,,,,,,,,,,,,42,15,24,,,,,,,
A0841,,,54,,,,57,,,,,,,,72,26,67,30,20,47,,,,,,,,,,,,,,,57,14,30,8,22,,,,,,,,,,
A0842,8,58,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,20,14,27,14,10
A0843,,,,,,,,,,,,,,,,18,42,,,,,,,,,28,25,16,7,,,,,,,18,28,8,22,27,9,17,,,,,,,
A0844,,,,,,,,57,44,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0845,,,,,,,,,,,,,,,,,,27,18,35,,,,,,,,,,,,,,,,12,22,5,18,29,12,17,,,,,,,
A0846,,,,,,,,,,,,,,,,,,,,,,,,,,23,15,12,6,,,,,,,20,39,10,29,,,,,,,,17,11,10
A0847,6,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,32,23,13,,,
A0848,9,68,,6,9,39,,,,,,,,,,,,,,,16,35,,,,,,,,,,,,,,14,29,7,22,,,,,,,,,,
A0849,,,,,,,65,75,,,,,,,,,,26,14,37,25,58,16,8,56,,,,,,,,,,,,,,,,,,,,,,,,
A0850,,,,,,,,76,,,,42,15,6,,,,,,,,,,,,25,24,14,7,,,,53,6,72,,,,,32,13,15,,,,,,,
